0.000000	-0.047175	0.253695	-0.348044
0.020000	-0.036417	0.266296	-0.339130
0.040000	-0.024618	0.285695	-0.334931
0.060000	-0.011780	0.311020	-0.334580
0.080000	0.002088	0.341176	-0.336999
0.100000	0.016971	0.375019	-0.341077
0.120000	0.032844	0.411475	-0.345787
0.140000	0.049678	0.449597	-0.350242
0.160000	0.067434	0.488573	-0.353704
0.180000	0.105533	0.566446	-0.355379
0.200000	0.105533	0.566446	-0.355379
0.220000	0.125768	0.604275	-0.352739
0.240000	0.146711	0.640788	-0.347365
0.260000	0.168296	0.675635	-0.339043
0.280000	0.190450	0.708522	-0.327623
0.300000	0.213096	0.739203	-0.313010
0.320000	0.236157	0.767481	-0.295166
0.340000	0.259551	0.793200	-0.274098
0.360000	0.283196	0.816251	-0.249859
0.380000	0.307008	0.836566	-0.222551
0.400000	0.330905	0.854123	-0.192314
0.420000	0.354805	0.868947	-0.159337
0.440000	0.378629	0.881110	-0.123851
0.460000	0.402302	0.890740	-0.086136
0.480000	0.425750	0.898021	-0.046521
0.500000	0.448907	0.903203	-0.005390
0.520000	0.471709	0.906608	0.036810
0.540000	0.494100	0.908638	0.079562
0.560000	0.516031	0.909791	0.122270
0.580000	0.537456	0.910666	0.164246
0.600000	0.558342	0.911973	0.204710
0.620000	0.578657	0.914522	0.242792
0.640000	0.598381	0.919194	0.277568
0.660000	0.617499	0.926874	0.308123
0.680000	0.636002	0.938336	0.333668
0.700000	0.653891	0.954109	0.353674
0.720000	0.671170	0.974356	0.367984
0.740000	0.687850	0.998842	0.376858
0.760000	0.703946	1.026983	0.380909
0.780000	0.719478	1.057979	0.380977
0.800000	0.734469	1.090940	0.377999
0.820000	0.748945	1.124994	0.372896
0.840000	0.762933	1.159345	0.366522
0.860000	0.776461	1.193294	0.359628
0.880000	0.789556	1.226247	0.352866
0.900000	0.802246	1.257702	0.346790
0.920000	0.814555	1.287244	0.341866
0.940000	0.826506	1.314527	0.338484
0.960000	0.838117	1.339272	0.336962
0.980000	0.849404	1.361253	0.337555
1.000000	0.860379	1.380296	0.340461
1.020000	0.871047	1.396274	0.345821
1.040000	0.881412	1.409101	0.353722
1.060000	0.891469	1.418738	0.364201
1.080000	0.901213	1.425182	0.377244
1.100000	0.910631	1.428476	0.392786
1.120000	0.919707	1.428704	0.410711
1.140000	0.928423	1.425998	0.430849
1.160000	0.936757	1.420535	0.452978
1.180000	0.944682	1.412550	0.476815
1.200000	0.952174	1.402333	0.502015
1.220000	0.959206	1.390247	0.528165
1.240000	0.965749	1.376728	0.554770
1.260000	0.971779	1.362305	0.581253
1.280000	0.977270	1.347603	0.606937
1.300000	0.982199	1.333350	0.631047
1.320000	0.986547	1.320374	0.652721
1.340000	0.990299	1.309561	0.671037
1.360000	0.993442	1.301790	0.685094
1.380000	0.995969	1.297817	0.694121
1.400000	0.997877	1.298139	0.697615
1.420000	0.999169	1.302886	0.695452
1.440000	0.999852	1.311790	0.687914
1.460000	0.999938	1.324248	0.675627
1.480000	0.999443	1.339450	0.659436
1.500000	0.998390	1.356512	0.640268
1.520000	0.996801	1.374568	0.619035
1.540000	0.994707	1.392835	0.596578
1.560000	0.992136	1.410630	0.573642
1.580000	0.989121	1.427371	0.550872
1.600000	0.985697	1.442572	0.528821
1.620000	0.981895	1.455833	0.507958
1.640000	0.977751	1.466826	0.488676
1.660000	0.973295	1.475288	0.471302
1.680000	0.968558	1.481014	0.456103
1.700000	0.963568	1.483849	0.443286
1.720000	0.958348	1.483688	0.433007
1.740000	0.952919	1.480469	0.425369
1.760000	0.947298	1.474173	0.420423
1.780000	0.941497	1.464823	0.418171
1.800000	0.935523	1.452483	0.418563
1.820000	0.929380	1.437263	0.421498
1.840000	0.923067	1.419314	0.426821
1.860000	0.916579	1.398837	0.434321
1.880000	0.909905	1.376086	0.443725
1.900000	0.903035	1.351373	0.454696
1.920000	0.895951	1.325077	0.466825
1.940000	0.888637	1.297653	0.479621
1.960000	0.881073	1.269644	0.492502
1.980000	0.873239	1.241688	0.504789
2.000000	0.865113	1.214528	0.515699
2.020000	0.856677	1.188994	0.524360
2.040000	0.847911	1.165974	0.529847
2.060000	0.838797	1.146334	0.531259
2.080000	0.829320	1.130804	0.527836
2.100000	0.819468	1.119840	0.519096
2.120000	0.809232	1.113522	0.504941
2.140000	0.798605	1.111534	0.485676
2.160000	0.787587	1.113235	0.461939
2.180000	0.776178	1.117786	0.434570
2.200000	0.764384	1.124285	0.404484
2.220000	0.752215	1.131859	0.372572
2.240000	0.739683	1.139716	0.339650
2.260000	0.726803	1.147168	0.306438
2.280000	0.713594	1.153629	0.273560
2.300000	0.700077	1.158608	0.241545
2.320000	0.686274	1.161701	0.210846
2.340000	0.672208	1.162577	0.181838
2.360000	0.657903	1.160970	0.154836
2.380000	0.643384	1.156674	0.130093
2.400000	0.628673	1.149536	0.107810
2.420000	0.613793	1.139452	0.088133
2.440000	0.598763	1.126364	0.071162
2.460000	0.583602	1.110259	0.056945
2.480000	0.568324	1.091167	0.045482
2.500000	0.552942	1.069161	0.036724
2.520000	0.537465	1.044360	0.030570
2.540000	0.521898	1.016928	0.026867
2.560000	0.506242	0.987078	0.025406
2.580000	0.490496	0.955075	0.025916
2.600000	0.474655	0.921247	0.028062
2.620000	0.458710	0.885985	0.031435
2.640000	0.442650	0.849759	0.035541
2.660000	0.426461	0.813126	0.039796
2.680000	0.410128	0.776740	0.043516
2.700000	0.393633	0.741354	0.045912
2.720000	0.376957	0.707807	0.046106
2.740000	0.360081	0.676990	0.043172
2.760000	0.342987	0.649760	0.036214
2.780000	0.325655	0.626822	0.024489
2.800000	0.308070	0.608597	0.007543
2.820000	0.290215	0.595121	-0.014690
2.840000	0.272079	0.586035	-0.041878
2.860000	0.253650	0.580665	-0.073365
2.880000	0.234922	0.578153	-0.108310
2.900000	0.215891	0.577587	-0.145805
2.920000	0.196559	0.578091	-0.184973
2.940000	0.176928	0.578873	-0.225016
2.960000	0.157008	0.579247	-0.265230
2.980000	0.136812	0.578630	-0.305007
3.000000	0.116354	0.576537	-0.343828
3.020000	0.095657	0.572567	-0.381254
3.040000	0.074742	0.566396	-0.416911
3.060000	0.053638	0.557768	-0.450491
3.080000	0.032374	0.546486	-0.481738
3.100000	0.010982	0.532412	-0.510448
3.120000	-0.010504	0.515458	-0.536466
3.140000	-0.032049	0.495586	-0.559684
3.160000	-0.053617	0.472804	-0.580039
3.180000	-0.075173	0.447168	-0.597514
3.200000	-0.096680	0.418780	-0.612139
3.220000	-0.118104	0.387787	-0.623995
3.240000	-0.139413	0.354386	-0.633212
3.260000	-0.160576	0.318824	-0.639976
3.280000	-0.181566	0.281401	-0.644533
3.300000	-0.202357	0.242480	-0.647194
3.320000	-0.222928	0.202491	-0.648348
3.340000	-0.243263	0.161939	-0.648464
3.360000	-0.263346	0.121418	-0.648110
3.380000	-0.283169	0.081617	-0.647954
3.400000	-0.302725	0.043320	-0.648771
3.420000	-0.322014	0.007396	-0.651425
3.440000	-0.341038	-0.025249	-0.656826
3.460000	-0.359801	-0.053753	-0.665850
3.480000	-0.378314	-0.077421	-0.679207
3.500000	-0.396588	-0.095862	-0.697314
3.520000	-0.414637	-0.109075	-0.720198
3.540000	-0.432476	-0.117458	-0.747495
3.560000	-0.450123	-0.121713	-0.778533
3.580000	-0.467595	-0.122721	-0.812470
3.600000	-0.484910	-0.121407	-0.848414
3.620000	-0.502084	-0.118659	-0.885510
3.640000	-0.519133	-0.115278	-0.922987
3.660000	-0.536069	-0.111964	-0.960175
3.680000	-0.552904	-0.109312	-0.996497
3.700000	-0.569646	-0.107826	-1.031466
3.720000	-0.586299	-0.107923	-1.064675
3.740000	-0.602864	-0.109945	-1.095782
3.760000	-0.619337	-0.114167	-1.124507
3.780000	-0.635711	-0.120801	-1.150621
3.800000	-0.651974	-0.130002	-1.173946
3.820000	-0.668111	-0.141871	-1.194350
3.840000	-0.684101	-0.156458	-1.211745
3.860000	-0.699922	-0.173762	-1.226083
3.880000	-0.715547	-0.193732	-1.237362
3.900000	-0.730946	-0.216269	-1.245623
3.920000	-0.746087	-0.241222	-1.250952
3.940000	-0.760937	-0.268390	-1.253485
3.960000	-0.775463	-0.297517	-1.253409
3.980000	-0.789628	-0.328290	-1.250967
4.000000	-0.803400	-0.360330	-1.246471
4.020000	-0.816745	-0.393190	-1.240301
4.040000	-0.829633	-0.426342	-1.232924
4.060000	-0.842034	-0.459168	-1.224901
4.080000	-0.853924	-0.490955	-1.216894
4.100000	-0.865282	-0.520894	-1.209670
4.120000	-0.886332	-0.571630	-1.201033
4.140000	-0.886332	-0.571630	-1.201033
4.160000	-0.896004	-0.590640	-1.201367
4.180000	-0.905100	-0.604438	-1.205763
4.200000	-0.913623	-0.612654	-1.214592
4.220000	-0.921577	-0.615319	-1.227836
4.240000	-0.928974	-0.612858	-1.245090
4.260000	-0.935826	-0.605993	-1.265659
4.280000	-0.942152	-0.595614	-1.288691
4.300000	-0.947972	-0.582648	-1.313297
4.320000	-0.953308	-0.567982	-1.338634
4.340000	-0.958184	-0.552418	-1.363951
4.360000	-0.962625	-0.536655	-1.388595
4.380000	-0.966655	-0.521296	-1.412015
4.400000	-0.970297	-0.506849	-1.433745
4.420000	-0.973573	-0.493743	-1.453403
4.440000	-0.976502	-0.482332	-1.470672
4.460000	-0.979100	-0.472904	-1.485296
4.480000	-0.981379	-0.465686	-1.497072
4.500000	-0.983347	-0.460848	-1.505845
4.520000	-0.985006	-0.458505	-1.511508
4.540000	-0.986357	-0.458721	-1.513993
4.560000	-0.987391	-0.461506	-1.513276
4.580000	-0.988097	-0.466822	-1.509372
4.600000	-0.988459	-0.474577	-1.502341
4.620000	-0.988456	-0.484628	-1.492285
4.640000	-0.988063	-0.496775	-1.479351
4.660000	-0.987251	-0.510766	-1.463737
4.680000	-0.985989	-0.526282	-1.445697
4.700000	-0.984243	-0.542940	-1.425547
4.720000	-0.981979	-0.560284	-1.403675
4.740000	-0.979162	-0.577773	-1.380550
4.760000	-0.975756	-0.594775	-1.356737
4.780000	-0.971728	-0.610558	-1.332898
4.800000	-0.967049	-0.624295	-1.309802
4.820000	-0.961688	-0.635078	-1.288299
4.840000	-0.955624	-0.641974	-1.269275
4.860000	-0.948837	-0.644118	-1.253557
4.880000	-0.941314	-0.640837	-1.241791
4.900000	-0.933046	-0.631788	-1.234304
4.920000	-0.924032	-0.617032	-1.231033
4.940000	-0.914278	-0.597020	-1.231535
4.960000	-0.903794	-0.572496	-1.235093
4.980000	-0.892601	-0.544355	-1.240846
5.000000	-0.880722	-0.513532	-1.247912
5.020000	-0.868189	-0.480914	-1.255464
5.040000	-0.855040	-0.447307	-1.262772
5.060000	-0.841316	-0.413420	-1.269213
5.080000	-0.827067	-0.379869	-1.274265
5.100000	-0.812343	-0.347184	-1.277502
5.120000	-0.797199	-0.315819	-1.278579
5.140000	-0.781693	-0.286162	-1.277224
5.160000	-0.765884	-0.258538	-1.273230
5.180000	-0.749832	-0.233217	-1.266448
5.200000	-0.733598	-0.210417	-1.256780
5.220000	-0.717241	-0.190306	-1.244177
5.240000	-0.700819	-0.173002	-1.228637
5.260000	-0.684388	-0.158576	-1.210200
5.280000	-0.668001	-0.147050	-1.188953
5.300000	-0.651708	-0.138393	-1.165023
5.320000	-0.635554	-0.132526	-1.138582
5.340000	-0.619581	-0.129313	-1.109850
5.360000	-0.603827	-0.128560	-1.079095
5.380000	-0.588324	-0.130009	-1.046638
5.400000	-0.573100	-0.133334	-1.012865
5.420000	-0.558178	-0.138129	-0.978227
5.440000	-0.543577	-0.143899	-0.943255
5.460000	-0.529313	-0.150052	-0.908573
5.480000	-0.515394	-0.155890	-0.874899
5.500000	-0.501828	-0.160609	-0.843048
5.520000	-0.488619	-0.163324	-0.813914
5.540000	-0.475766	-0.163120	-0.788412
5.560000	-0.463267	-0.159150	-0.767384
5.580000	-0.451117	-0.150766	-0.751468
5.600000	-0.439310	-0.137652	-0.740968
5.620000	-0.427838	-0.119896	-0.735780
5.640000	-0.416693	-0.097966	-0.735420
5.660000	-0.405864	-0.072603	-0.739126
5.680000	-0.395342	-0.044685	-0.745999
5.700000	-0.385117	-0.015111	-0.755122
5.720000	-0.375178	0.015276	-0.765631
5.740000	-0.365516	0.045725	-0.776756
5.760000	-0.356121	0.075586	-0.787827
5.780000	-0.346984	0.104306	-0.798275
5.800000	-0.338098	0.131422	-0.807617
5.820000	-0.329453	0.156544	-0.815450
5.840000	-0.321042	0.179354	-0.821439
5.860000	-0.312858	0.199594	-0.825310
5.880000	-0.304894	0.217058	-0.826846
5.900000	-0.297143	0.231593	-0.825879
5.920000	-0.289598	0.243092	-0.822289
5.940000	-0.282253	0.251496	-0.816002
5.960000	-0.275100	0.256788	-0.806987
5.980000	-0.268132	0.258996	-0.795260
6.000000	-0.261342	0.258193	-0.780877
6.020000	-0.254722	0.254500	-0.763944
6.040000	-0.248263	0.248086	-0.744612
6.060000	-0.241957	0.239172	-0.723087
6.080000	-0.235795	0.228041	-0.699631
6.100000	-0.229767	0.215042	-0.674576
6.120000	-0.223863	0.200604	-0.648329
6.140000	-0.218072	0.185249	-0.621393
6.160000	-0.212385	0.169610	-0.594381
6.180000	-0.206791	0.154451	-0.568034
6.200000	-0.201280	0.140677	-0.543236
6.220000	-0.195841	0.129328	-0.521010
6.240000	-0.190465	0.121536	-0.502466
6.260000	-0.185142	0.118414	-0.488699
6.280000	-0.179865	0.120888	-0.480618
