0.000000	2.000000	-0.390048	-0.145035	-0.635062
0.050000	2.000000	-0.334579	-0.104604	-0.564553
0.100000	2.000000	-0.272125	-0.046042	-0.498209
0.150000	2.000000	-0.205417	0.021785	-0.432619
0.200000	2.000000	-0.137241	0.091641	-0.366124
0.250000	2.000000	-0.070191	0.158962	-0.299344
0.300000	2.000000	-0.006441	0.221458	-0.234341
0.350000	2.000000	0.052418	0.278334	-0.173499
0.400000	2.000000	0.105465	0.329564	-0.118633
0.450000	2.000000	0.152448	0.375402	-0.070506
0.500000	2.000000	0.193692	0.416200	-0.028816
0.550000	2.000000	0.229947	0.452437	0.007458
0.600000	2.000000	0.262192	0.484781	0.039603
0.650000	2.000000	0.291428	0.514055	0.068801
0.700000	2.000000	0.318499	0.541063	0.095934
0.750000	2.000000	0.343958	0.566399	0.121518
0.800000	2.000000	0.368012	0.590311	0.145714
0.850000	2.000000	0.390527	0.612688	0.168365
0.900000	2.000000	0.411109	0.633158	0.189060
0.950000	2.000000	0.429234	0.651217	0.207251
1.000000	2.000000	0.444398	0.666378	0.222418
1.050000	2.000000	0.456262	0.678292	0.234232
1.100000	2.000000	0.464766	0.686856	0.242676
1.150000	2.000000	0.470196	0.692304	0.248089
1.200000	2.000000	0.473184	0.695244	0.251123
1.250000	2.000000	0.474645	0.696622	0.252667
1.300000	2.000000	0.475670	0.697586	0.253754
1.350000	2.000000	0.477377	0.699296	0.255458
1.400000	2.000000	0.480751	0.702730	0.258771
1.450000	2.000000	0.486500	0.708545	0.264456
1.500000	2.000000	0.494944	0.717005	0.272884
1.550000	2.000000	0.505946	0.727959	0.283933
1.600000	2.000000	0.518912	0.740854	0.296971
1.650000	2.000000	0.532841	0.754744	0.310937
1.700000	2.000000	0.546425	0.768355	0.324494
1.750000	2.000000	0.558192	0.780190	0.336194
1.800000	2.000000	0.566658	0.788707	0.344608
1.850000	2.000000	0.570480	0.792521	0.348439
1.900000	2.000000	0.568587	0.790568	0.346607
1.950000	2.000000	0.560272	0.782190	0.338354
2.000000	2.000000	0.545237	0.767143	0.323332
2.050000	2.000000	0.523588	0.745542	0.301634
2.100000	2.000000	0.495782	0.717804	0.273760
2.150000	2.000000	0.462540	0.684593	0.240487
2.200000	2.000000	0.424736	0.646757	0.202716
2.250000	2.000000	0.383284	0.605236	0.161332
2.300000	2.000000	0.339033	0.560937	0.117128
2.350000	2.000000	0.292696	0.514614	0.070778
2.400000	2.000000	0.244807	0.466788	0.022826
2.450000	2.000000	0.195722	0.417763	-0.026319
2.500000	2.000000	0.145647	0.367695	-0.076400
2.550000	2.000000	0.094701	0.316697	-0.127295
2.600000	2.000000	0.042977	0.264905	-0.178951
2.650000	2.000000	-0.009389	0.212513	-0.231291
2.700000	2.000000	-0.062173	0.159766	-0.284111
2.750000	2.000000	-0.115041	0.106966	-0.337049
2.800000	2.000000	-0.167566	0.054485	-0.389617
2.850000	2.000000	-0.219262	0.002770	-0.441295
2.900000	2.000000	-0.269654	-0.047686	-0.491622
2.950000	2.000000	-0.318347	-0.096436	-0.540258
3.000000	2.000000	-0.365098	-0.143189	-0.587007
3.050000	2.000000	-0.409871	-0.187907	-0.631835
3.100000	2.000000	-0.452857	-0.230827	-0.674888
3.150000	2.000000	-0.494470	-0.272418	-0.716522
3.200000	2.000000	-0.535297	-0.313286	-0.757308
3.250000	2.000000	-0.576028	-0.354086	-0.797970
3.300000	2.000000	-0.617359	-0.395457	-0.839261
3.350000	2.000000	-0.659892	-0.437966	-0.881817
