3.400000	2.000000	-0.704044	-0.482052	-0.926037
3.450000	2.000000	-0.749979	-0.527933	-0.972025
3.500000	2.000000	-0.797565	-0.575522	-1.019608
3.550000	2.000000	-0.846384	-0.624400	-1.068369
3.600000	2.000000	-0.895769	-0.673849	-1.117689
3.650000	2.000000	-0.944879	-0.722976	-1.166783
3.700000	2.000000	-0.992802	-0.770854	-1.214751
3.750000	2.000000	-1.038662	-0.816644	-1.260679
3.800000	2.000000	-1.081724	-0.859671	-1.303777
3.850000	2.000000	-1.121480	-0.899456	-1.343505
3.900000	2.000000	-1.157702	-0.935745	-1.379659
3.950000	2.000000	-1.190447	-0.968541	-1.412354
4.000000	2.000000	-1.220035	-0.998120	-1.441950
4.050000	2.000000	-1.246969	-1.024993	-1.468945
4.100000	2.000000	-1.271846	-1.049808	-1.493884
4.150000	2.000000	-1.295239	-1.073190	-1.517289
4.200000	2.000000	-1.317595	-1.095595	-1.539596
4.250000	2.000000	-1.339145	-1.117212	-1.561077
4.300000	2.000000	-1.359853	-1.137951	-1.581755
4.350000	2.000000	-1.379412	-1.157477	-1.601347
4.400000	2.000000	-1.397279	-1.175275	-1.619284
4.450000	2.000000	-1.412755	-1.190704	-1.634807
4.500000	2.000000	-1.425086	-1.203048	-1.647123
4.550000	2.000000	-1.433576	-1.211602	-1.655550
4.600000	2.000000	-1.437694	-1.215779	-1.659608
4.650000	2.000000	-1.437144	-1.215235	-1.659054
4.700000	2.000000	-1.431908	-1.209944	-1.653873
4.750000	2.000000	-1.422230	-1.200195	-1.644264
4.800000	2.000000	-1.408566	-1.186503	-1.630629
4.850000	2.000000	-1.391503	-1.169477	-1.613529
4.900000	2.000000	-1.371659	-1.149704	-1.593614
4.950000	2.000000	-1.349584	-1.127674	-1.571495
5.000000	2.000000	-1.325689	-1.103758	-1.547620
5.050000	2.000000	-1.300203	-1.078197	-1.522209
5.100000	2.000000	-1.273173	-1.051091	-1.495256
5.150000	2.000000	-1.244510	-1.022401	-1.466618
5.200000	2.000000	-1.214052	-0.991980	-1.436124
5.250000	2.000000	-1.181656	-0.959647	-1.403666
5.300000	2.000000	-1.147281	-0.925308	-1.369255
5.350000	2.000000	-1.111049	-0.889051	-1.333047
5.400000	2.000000	-1.073278	-0.851195	-1.295361
5.450000	2.000000	-1.034471	-0.812265	-1.256677
5.500000	2.000000	-0.995271	-0.772925	-1.217618
5.550000	2.000000	-0.956379	-0.733892	-1.178865
5.600000	2.000000	-0.918455	-0.695860	-1.141050
5.650000	2.000000	-0.882027	-0.659401	-1.104653
5.700000	2.000000	-0.847407	-0.624850	-1.069964
5.750000	2.000000	-0.814642	-0.592173	-1.037111
5.800000	2.000000	-0.783502	-0.560908	-1.006096
5.850000	2.000000	-0.753509	-0.530256	-0.976763
5.900000	2.000000	-0.724004	-0.499354	-0.948653
5.950000	2.000000	-0.694229	-0.467624	-0.920834
6.000000	2.000000	-0.663438	-0.434987	-0.891888
6.050000	2.000000	-0.630986	-0.401732	-0.860241
6.100000	2.000000	-0.596419	-0.367995	-0.824843
6.150000	2.000000	-0.559522	-0.332928	-0.786116
6.200000	2.000000	-0.520349	-0.293806	-0.746892
6.250000	2.000000	-0.479214	-0.245732	-0.712695
